Plant Name,Growth,Soil,Sunlight,Watering,Fertilizing Type,ImageURL,Scientific Name,Genus,Family,Information,Watering tips,Soil Tips,Pruning Tips
Areca Palm,slow,loamy,indirect sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1516825513084-7a3397fcd108?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxBcmVjYSUyMFBhbG0lMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY0Nzd8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Calla Lily,moderate,well-drained,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1580595999172-787970a962d8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDYWxsYSUyMExpbHklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4Njl8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Basil,fast,loamy,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1619805640532-21cce5fe542b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxCYXNpbCUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjIxMHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Ficus Benjamina,moderate,well-drained,indirect sunlight,Water when soil is dry,Balanced,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxGaWN1cyUyMEJlbmphbWluYSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjU2OHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Dahlia,fast,loamy,full sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1633975530628-f86fd17a9bc0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxEYWhsaWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4MTN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Mimosa,fast,loamy,full sunlight,"Regular, moist soil",No,https://images.unsplash.com/photo-1524116458090-9521cd04f38d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxNaW1vc2ElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1NzB8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Lavender (English),moderate,sandy,full sunlight,Let soil dry between watering,Balanced,https://images.unsplash.com/photo-1656634614780-a8921fadc9f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxMYXZlbmRlciUyMCUyOEVuZ2xpc2glMjklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1NzF8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Petunia,fast,well-drained,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxQZXR1bmlhJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyNTkzfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Zucchini,fast,well-drained,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1719488118271-07064063e0fe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxadWNjaGluaSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjU3M3ww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Chili Pepper,fast,loamy,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1527251528030-80d769a580a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxDaGlsaSUyMFBlcHBlciUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjU3NXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Radish,fast,well-drained,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1589753014594-0676c69bbcbe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxSYWRpc2glMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1Nzd8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Sunflower,fast,well-drained,full sunlight,Regular watering,Balanced,https://images.unsplash.com/photo-1594767876177-96c189b0e404?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxTdW5mbG93ZXIlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI1ODJ8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Grape Vine,moderate,acidic,full sunlight,"Regular, well-drained soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cherry Blossom,slow,well-drained,full sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Begonia,moderate,well-drained,indirect sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1738522110003-6c1a46f67f5d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxCZWdvbmlhJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyNTc2fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Peony,moderate,loamy,full sunlight,"Regular, well-drained soil",Balanced,https://images.unsplash.com/photo-1491833167315-f2f6c7c5deab?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxQZW9ueSUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU4Nnww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Marigold,fast,sandy,full sunlight,"Regular, well-drained soil",Balanced,https://images.unsplash.com/photo-1656427975461-b40d292a58f5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxNYXJpZ29sZCUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU3MHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Coleus,moderate,loamy,partial sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1641100710199-7f841ee78d44?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDb2xldXMlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4ODF8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Jasmine,moderate,loamy,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1686150137547-3d504194e7d6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxKYXNtaW5lJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyNTg4fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Gardenia,moderate,acidic,indirect sunlight,"Regular, moist soil",No,Error fetching,Error,Error,Error,Error,Error,Error,Error
Pine,slow,sandy,full sunlight,Water when soil feels dry,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Lily of the Valley,slow,acidic,partial sunlight,"Regular, moist soil",Low-nitrogen,Error fetching,Error,Error,Error,Error,Error,Error,Error
Hops,fast,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cabbage,fast,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Tomato,fast,well-drained,full sunlight,Regular Watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Bergamot,moderate,loamy,partial sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Crocus,slow,sandy,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1458941055256-4c1ba58abbc5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDcm9jdXMlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI2MTJ8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Wisteria,slow,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cilantro,fast,loamy,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1723810315254-e189f1294bff?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDaWxhbnRybyUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU0OXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Strawberry,moderate,sandy,full sunlight,"Regular, well-drained soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Sage,fast,sandy,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1734367607096-9005870e78b7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxTYWdlJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyNTY0fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Dandelion,fast,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Lobelia,fast,well-drained,partial sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1654661573494-9b7fc89c3a44?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxMb2JlbGlhJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyODA2fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Chrysanthemum,fast,well-drained,full sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1480511361210-b1b966c8d614?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDaHJ5c2FudGhlbXVtJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyNTc4fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Poppy,moderate,sandy,full sunlight,"Regular, well-drained soil",Balanced,https://images.unsplash.com/photo-1683037204899-d11a9f23af28?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxQb3BweSUyMHBsYW50fGVufDB8fHx8MTc0NDU1Mjg5Mnww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Snapdragon,fast,well-drained,full sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxTbmFwZHJhZ29uJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyNTk3fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Borage,fast,well-drained,full sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Lemon Balm,moderate,loamy,full sunlight,"Regular, well-drained soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Sweet Pea,moderate,well-drained,full sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1533910534207-90f31029a78e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxTd2VldCUyMFBlYSUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjYwMXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Raspberry,moderate,acidic,full sunlight,"Regular, well-drained soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Hibiscus,fast,loamy,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1702157876330-09ea86f206b0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxIaWJpc2N1cyUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU3NHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Fennel,fast,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cornflower,moderate,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Pineapple,slow,sandy,full sunlight,Water weekly,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Lavender (French),moderate,sandy,full sunlight,Let soil dry between watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Acorn Squash,moderate,loamy,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Apple Tree,slow,sandy,full sunlight,Water weekly,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Bamboo Orchid,moderate,well-drained,indirect sunlight,Keep soil moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Balsam,fast,moist,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Banana Plant,fast,moist,full sunlight,Water weekly,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Beetroot,moderate,sandy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Bellflower,moderate,well-drained,full sunlight,Regular watering,Balanced,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxCZWxsZmxvd2VyJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyOTMwfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Blackcurrant,moderate,acidic,full sunlight,Keep soil moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Bok Choy,fast,loamy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Brassica,moderate,moist,full sunlight,Regular watering,Low-nitrogen,Error fetching,Error,Error,Error,Error,Error,Error,Error
Butternut Squash,moderate,sandy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cabbage,moderate,moist,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Calendula,fast,well-drained,full sunlight,Water when topsoil is dry,Organic,https://images.unsplash.com/photo-1492693429561-1c283eb1b2e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDYWxlbmR1bGElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4MTd8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Camellia,slow,acidic,partial sunlight,Keep soil moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Carrot,moderate,sandy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Catmint,moderate,well-drained,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Chayote,fast,well-drained,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cherry Blossom,slow,well-drained,full sunlight,Keep soil moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Chestnut,slow,well-drained,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Clementine,moderate,loamy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Clove,slow,sandy,full sunlight,Keep soil consistently moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cocoa Tree,moderate,moist,full sunlight,Regular watering,Low-nitrogen,Error fetching,Error,Error,Error,Error,Error,Error,Error
Corn,fast,loamy,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cucumber,fast,sandy,full sunlight,Keep soil consistently moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Currant,moderate,acidic,full sunlight,Keep soil consistently moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Dandelion,fast,loamy,full sunlight,Regular watering,Low-nitrogen,Error fetching,Error,Error,Error,Error,Error,Error,Error
Date Palm,slow,sandy,full sunlight,Water when soil is dry,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Dragon Fruit,fast,sandy,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Eggplant,moderate,loamy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Elderberry,fast,moist,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Fennel,fast,loamy,full sunlight,Regular watering,Low-nitrogen,Error fetching,Error,Error,Error,Error,Error,Error,Error
Fig Tree,moderate,sandy,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Grape Vine,moderate,loamy,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Green Bean,fast,well-drained,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Hops,fast,loamy,full sunlight,Keep soil moist,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Jackfruit,moderate,well-drained,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Jasmine (Indoor),moderate,well-drained,indirect sunlight,Keep soil moist,Low-nitrogen,Error fetching,Error,Error,Error,Error,Error,Error,Error
Jatropha,moderate,sandy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Kiwi,fast,loamy,full sunlight,Keep soil moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Lady's Mantle,moderate,loamy,partial sunlight,Keep soil moist,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Lemon Tree,slow,sandy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Litchi,moderate,well-drained,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Lychee,moderate,well-drained,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Mallow,fast,loamy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Mango,moderate,sandy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Moringa,fast,sandy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Mulberry,moderate,well-drained,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Mustard,fast,loamy,full sunlight,Regular watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Nectarine,slow,loamy,full sunlight,Regular watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Olive Tree,moderate,sandy,full sunlight,Water when soil is dry,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Acacia,fast,sandy,full sunlight,Let soil dry between watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Acanthus,moderate,loamy,partial sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Alstroemeria,slow,loamy,partial sunlight,Water when topsoil is dry,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Amaranth,fast,loamy,full sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Anigozanthos (Kangaroo Paw),moderate,sandy,full sunlight,Let soil dry between watering,Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Anthurium,slow,moist,indirect sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Aquilegia (Columbine),moderate,loamy,partial sunlight,Let soil dry between watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Arum Lily,moderate,moist,partial sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Aztec Lily,slow,sandy,partial sunlight,Let soil dry between watering,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Balsam,fast,loamy,partial sunlight,"Regular, moist soil",Low-nitrogen,Error fetching,Error,Error,Error,Error,Error,Error,Error
Barberry,moderate,sandy,full sunlight,"Regular, well-drained soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Bellflower,moderate,loamy,partial sunlight,"Regular, moist soil",Low-nitrogen,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxCZWxsZmxvd2VyJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyOTMwfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Bougainvillea,fast,sandy,full sunlight,Let soil dry between watering,Organic,https://images.unsplash.com/photo-1632375403672-cf8dafa440c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxCb3VnYWludmlsbGVhJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyNTYwfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Brachychiton (Bottle Tree),slow,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Brassica,fast,loamy,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Calla Lily,moderate,moist,partial sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1580595999172-787970a962d8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDYWxsYSUyMExpbHklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4Njl8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Camellia,slow,acidic,partial sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cananga (Ylang-Ylang),moderate,loamy,full sunlight,"Regular, well-drained soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Carrot Plant,moderate,sandy,full sunlight,"Regular, well-drained soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cestrum,moderate,loamy,partial sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Chayote,fast,well-drained,full sunlight,"Regular, moist soil",No,Error fetching,Error,Error,Error,Error,Error,Error,Error
Chestnut,moderate,well-drained,full sunlight,"Regular, well-drained soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cineraria,moderate,moist,partial sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1602269487540-98c176d95b21?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDaW5lcmFyaWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4NzF8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Cockscomb (Celosia),moderate,well-drained,full sunlight,Water when topsoil is dry,Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Coneflower,moderate,well-drained,full sunlight,"Regular, well-drained soil",Balanced,https://images.unsplash.com/photo-1599936065364-9aadbe472fd5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDb25lZmxvd2VyJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyODE5fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Coreopsis,fast,well-drained,full sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1598545849316-e778adb5f9f5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDb3Jlb3BzaXMlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI5MTZ8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Cress,fast,moist,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Croton,moderate,well-drained,full sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Cyclamen,moderate,moist,indirect sunlight,"Regular, moist soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
Daffodil,moderate,well-drained,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1617624863257-1f3ac4640e6a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxEYWZmb2RpbCUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU4MHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Dahlia,fast,well-drained,full sunlight,"Regular, well-drained soil",Low-nitrogen,https://images.unsplash.com/photo-1633975530628-f86fd17a9bc0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxEYWhsaWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4MTN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Date Palm,slow,well-drained,full sunlight,"Regular, well-drained soil",Balanced,Error fetching,Error,Error,Error,Error,Error,Error,Error
DevilÂs Ivy,moderate,well-drained,indirect sunlight,"Regular, moist soil",Organic,Error fetching,Error,Error,Error,Error,Error,Error,Error
Dianthus,moderate,well-drained,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1601629752392-04bb3f04f2ea?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxEaWFudGh1cyUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjgzNnww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
